class_name,class_description,method,method_description,data_type
uz.zoom.sdk.ZoomSDK,ZOOM SDK global manager.,"initialize(android.content.Context context,
          java.lang.String appKey,
          java.lang.String appSecret,
          java.lang.String domain,
          ZoomSDKInitializeListener listener,
          boolean enableLog,
          int logSize)",Deprecated. ,void
uz.zoom.sdk.ZoomSDK,ZOOM SDK global manager.,"initialize(android.content.Context context,
          java.lang.String appKey,
          java.lang.String appSecret,
          ZoomSDKInitializeListener listener)",Deprecated. ,void
uz.zoom.sdk.ZoomSDK,ZOOM SDK global manager.,"initialize(android.content.Context context,
          ZoomSDKInitializeListener listener,
          ZoomSDKInitParams params)",N/A,void
uz.zoom.sdk.ZoomSDK,ZOOM SDK global manager.,isDeviceSupported(android.content.Context context),Query if the current device is able to run SDK.,boolean
uz.zoom.sdk.ZoomSDK,ZOOM SDK global manager.,isInitialized(),Query if ZOOM SDK has been initialized.,boolean
uz.zoom.sdk.ZoomSDK,ZOOM SDK global manager.,isLoggedIn(),Query if ZOOM user has logged in.,boolean
uz.zoom.sdk.ZoomSDK,ZOOM SDK global manager.,loginWithSSOToken(java.lang.String ssoToken),Login ZOOM SDK with SSO token.,int
uz.zoom.sdk.ZoomSDK,ZOOM SDK global manager.,"loginWithZoom(java.lang.String email,
             java.lang.String password)",Login ZOOM SDK with working email.,int
uz.zoom.sdk.ZoomSDK,ZOOM SDK global manager.,logoutZoom(),Logout ZOOM SDK.,boolean
uz.zoom.sdk.ZoomSDK,ZOOM SDK global manager.,removeAuthenticationListener(ZoomSDKAuthenticationListener listener),Unregister the listener for the callback events of user authentication.,void
uz.zoom.sdk.ZoomSDK,ZOOM SDK global manager.,removeNetworkConnectionListener(NetworkConnectionListener listener),Unregister a listener for the callback event of user authentication.,void
uz.zoom.sdk.ZoomSDK,ZOOM SDK global manager.,"setBoxAppKeyPair(android.content.Context context,
                java.lang.String appKey,
                java.lang.String appSecret)",Deprecated. ,boolean
uz.zoom.sdk.ZoomSDK,ZOOM SDK global manager.,setDomain(java.lang.String domain),Set a new web domain name.,void
uz.zoom.sdk.ZoomSDK,ZOOM SDK global manager.,"setDropBoxAppKeyPair(android.content.Context context,
                    java.lang.String appKey,
                    java.lang.String appSecret)",Deprecated. ,boolean
uz.zoom.sdk.ZoomSDK,ZOOM SDK global manager.,"setGoogleDriveInfo(android.content.Context context,
                  java.lang.String clientId,
                  java.lang.String redirectURL)",Deprecated. ,boolean
uz.zoom.sdk.ZoomSDK,ZOOM SDK global manager.,"setOneDriveClientId(android.content.Context context,
                   java.lang.String clientId)",Deprecated. ,boolean
uz.zoom.sdk.ZoomSDK,ZOOM SDK global manager.,"setSdkLocale(android.content.Context context,
            java.util.Locale locale)",Configure ZOOM SDK locale.,void
uz.zoom.sdk.ZoomSDK,ZOOM SDK global manager.,setShowProxyServerDialogImmediatelyIfNeeded(boolean show),Set if display immediately the setting dialog of proxy server.,void
uz.zoom.sdk.ZoomSDK,ZOOM SDK global manager.,"switchDomain(java.lang.String newDomain,
            boolean force)",Call the method to switch sdk domain.,boolean
uz.zoom.sdk.ZoomSDK,ZOOM SDK global manager.,tryAutoLoginZoom(),Login ZOOM SDK automatically with local ZOOM/SSO token once you have logged in successfully.,int
uz.zoom.sdk.ZoomSDKAudioRawData,"Zoom SDK audio raw data bean.
 
 IZoomSDKAudioRawDataDelegate.onMixedAudioRawDataReceived(ZoomSDKAudioRawData)",addRef(),N/A,void
uz.zoom.sdk.ZoomSDKAudioRawData,"Zoom SDK audio raw data bean.
 
 IZoomSDKAudioRawDataDelegate.onMixedAudioRawDataReceived(ZoomSDKAudioRawData)",canAddRef(),N/A,boolean
uz.zoom.sdk.ZoomSDKAudioRawData,"Zoom SDK audio raw data bean.
 
 IZoomSDKAudioRawDataDelegate.onMixedAudioRawDataReceived(ZoomSDKAudioRawData)",getBuffer(),Get audio buffer,java.nio.ByteBuffer
uz.zoom.sdk.ZoomSDKAudioRawData,"Zoom SDK audio raw data bean.
 
 IZoomSDKAudioRawDataDelegate.onMixedAudioRawDataReceived(ZoomSDKAudioRawData)",getBufferLen(),Get buffer data length,int
uz.zoom.sdk.ZoomSDKAudioRawData,"Zoom SDK audio raw data bean.
 
 IZoomSDKAudioRawDataDelegate.onMixedAudioRawDataReceived(ZoomSDKAudioRawData)",getChannelNum(),N/A,int
uz.zoom.sdk.ZoomSDKAudioRawData,"Zoom SDK audio raw data bean.
 
 IZoomSDKAudioRawDataDelegate.onMixedAudioRawDataReceived(ZoomSDKAudioRawData)",getSampleRate(),Get audio sample rate,int
uz.zoom.sdk.ZoomSDKAudioRawData,"Zoom SDK audio raw data bean.
 
 IZoomSDKAudioRawDataDelegate.onMixedAudioRawDataReceived(ZoomSDKAudioRawData)",releaseRef(),N/A,void
uz.zoom.sdk.ZoomSDKAudioRawData,"Zoom SDK audio raw data bean.
 
 IZoomSDKAudioRawDataDelegate.onMixedAudioRawDataReceived(ZoomSDKAudioRawData)",setBuffer(java.nio.ByteBuffer buffer),N/A,void
uz.zoom.sdk.ZoomSDKAudioRawData,"Zoom SDK audio raw data bean.
 
 IZoomSDKAudioRawDataDelegate.onMixedAudioRawDataReceived(ZoomSDKAudioRawData)",setBufferLen(int bufferLen),N/A,void
uz.zoom.sdk.ZoomSDKAudioRawData,"Zoom SDK audio raw data bean.
 
 IZoomSDKAudioRawDataDelegate.onMixedAudioRawDataReceived(ZoomSDKAudioRawData)",setChannelNum(int channelNum),N/A,void
uz.zoom.sdk.ZoomSDKAudioRawData,"Zoom SDK audio raw data bean.
 
 IZoomSDKAudioRawDataDelegate.onMixedAudioRawDataReceived(ZoomSDKAudioRawData)",setSampleRate(int sampleRate),N/A,void
uz.zoom.sdk.ZoomSDKAudioRawDataHelper,N/A,subscribe(IZoomSDKAudioRawDataDelegate delegate),subscribe audio raw data.,MobileRTCRawDataError
uz.zoom.sdk.ZoomSDKAudioRawDataHelper,N/A,unSubscribe(),unsubscribe audio raw data,MobileRTCRawDataError
uz.zoom.sdk.ZoomSDKAuthenticationListener,Listener for the result of ZOOM SDK user authentication.,onZoomAuthIdentityExpired(),"ZOOM jwt token is expired, please generate a new jwt token.",void
uz.zoom.sdk.ZoomSDKAuthenticationListener,Listener for the result of ZOOM SDK user authentication.,onZoomIdentityExpired(),"ZOOM access token is expired, please re-login or get a new zoom access token via REST API.",void
uz.zoom.sdk.ZoomSDKAuthenticationListener,Listener for the result of ZOOM SDK user authentication.,onZoomSDKLoginResult(long result),Callback event that ZOOM SDK login successfully or not.,void
uz.zoom.sdk.ZoomSDKAuthenticationListener,Listener for the result of ZOOM SDK user authentication.,onZoomSDKLogoutResult(long result),Callback event that ZOOM SDK logout successfully or not.,void
uz.zoom.sdk.ZoomSDKCountryCode,N/A,getCode(),N/A,java.lang.String
uz.zoom.sdk.ZoomSDKCountryCode,N/A,getId(),N/A,java.lang.String
uz.zoom.sdk.ZoomSDKCountryCode,N/A,getName(),N/A,java.lang.String
uz.zoom.sdk.ZoomSDKCountryCode,N/A,getNumber(),N/A,java.lang.String
uz.zoom.sdk.ZoomSDKInitializeListener,Listener listens to ZOOM SDK initialization results.,onZoomAuthIdentityExpired(),"ZOOM jwt token is expired, please generate a new jwt token.",void
uz.zoom.sdk.ZoomSDKInitializeListener,Listener listens to ZOOM SDK initialization results.,"onZoomSDKInitializeResult(int errorCode,
                         int internalErrorCode)",Callback event that ZOOM SDK initialize successfully or failed.,void
uz.zoom.sdk.ZoomSDKInitParams,"Zoom SDK initialize params ZoomSDK.initialize(Context, ZoomSDKInitializeListener, ZoomSDKInitParams)",N/A,N/A,N/A
uz.zoom.sdk.ZoomSDKNotInitializedException,Exceptions that Zoom SDK has not been initialized successfully.,N/A,N/A,N/A
uz.zoom.sdk.ZoomSDKRawDataMemoryMode,"RawData Memory Mode
 ZoomSDKRawDataMemoryModeStack : ByteBuffer release on stack over
 ZoomSDKRawDataMemoryModeHeap : ByteBuffer release by reference release",valueOf(java.lang.String name),Returns the enum constant of this type with the specified name.,static ZoomSDKRawDataMemoryMode
uz.zoom.sdk.ZoomSDKRawDataMemoryMode,"RawData Memory Mode
 ZoomSDKRawDataMemoryModeStack : ByteBuffer release on stack over
 ZoomSDKRawDataMemoryModeHeap : ByteBuffer release by reference release",values(),"Returns an array containing the constants of this enum type, in
the order they are declared.",static ZoomSDKRawDataMemoryMode[]
uz.zoom.sdk.ZoomSDKRawDataType,N/A,valueOf(java.lang.String name),Returns the enum constant of this type with the specified name.,static ZoomSDKRawDataType
uz.zoom.sdk.ZoomSDKRawDataType,N/A,values(),"Returns an array containing the constants of this enum type, in
the order they are declared.",static ZoomSDKRawDataType[]
uz.zoom.sdk.ZoomSDKRenderer,Zoom SDK  video raw data render.,finalize(),N/A,protected void
uz.zoom.sdk.ZoomSDKRenderer,Zoom SDK  video raw data render.,getRawDataType(),N/A,ZoomSDKRawDataType
uz.zoom.sdk.ZoomSDKRenderer,Zoom SDK  video raw data render.,getResolution(),N/A,ZoomSDKVideoResolution
uz.zoom.sdk.ZoomSDKRenderer,Zoom SDK  video raw data render.,getUserId(),N/A,long
uz.zoom.sdk.ZoomSDKRenderer,Zoom SDK  video raw data render.,setRawDataResolution(ZoomSDKVideoResolution resolution),Set the raw data video mResolution .,void
uz.zoom.sdk.ZoomSDKRenderer,Zoom SDK  video raw data render.,"subscribe(long userId,
         ZoomSDKRawDataType type)","Subscribe user video by userId,rawDataType",MobileRTCRawDataError
uz.zoom.sdk.ZoomSDKRenderer,Zoom SDK  video raw data render.,unSubscribe(),unSubscribe raw data.,MobileRTCRawDataError
uz.zoom.sdk.ZoomSDKVideoRawData,"Zoom SDK Video raw data bean.
 
 IZoomSDKVideoRawDataDelegate.onVideoRawDataFrame(ZoomSDKVideoRawData)",addRef(),N/A,void
uz.zoom.sdk.ZoomSDKVideoRawData,"Zoom SDK Video raw data bean.
 
 IZoomSDKVideoRawDataDelegate.onVideoRawDataFrame(ZoomSDKVideoRawData)",canAddRef(),N/A,boolean
uz.zoom.sdk.ZoomSDKVideoRawData,"Zoom SDK Video raw data bean.
 
 IZoomSDKVideoRawDataDelegate.onVideoRawDataFrame(ZoomSDKVideoRawData)",getFormat(),Query video raw data format,int
uz.zoom.sdk.ZoomSDKVideoRawData,"Zoom SDK Video raw data bean.
 
 IZoomSDKVideoRawDataDelegate.onVideoRawDataFrame(ZoomSDKVideoRawData)",getRotation(),Query  video raw data rotation,int
uz.zoom.sdk.ZoomSDKVideoRawData,"Zoom SDK Video raw data bean.
 
 IZoomSDKVideoRawDataDelegate.onVideoRawDataFrame(ZoomSDKVideoRawData)",getStreamHeight(),N/A,int
uz.zoom.sdk.ZoomSDKVideoRawData,"Zoom SDK Video raw data bean.
 
 IZoomSDKVideoRawDataDelegate.onVideoRawDataFrame(ZoomSDKVideoRawData)",getStreamWidth(),Query stream width,int
uz.zoom.sdk.ZoomSDKVideoRawData,"Zoom SDK Video raw data bean.
 
 IZoomSDKVideoRawDataDelegate.onVideoRawDataFrame(ZoomSDKVideoRawData)",getuBuffer(),Get YUVI420 U buffer,java.nio.ByteBuffer
uz.zoom.sdk.ZoomSDKVideoRawData,"Zoom SDK Video raw data bean.
 
 IZoomSDKVideoRawDataDelegate.onVideoRawDataFrame(ZoomSDKVideoRawData)",getvBuffer(),Get YUVI420 V buffer,java.nio.ByteBuffer
uz.zoom.sdk.ZoomSDKVideoRawData,"Zoom SDK Video raw data bean.
 
 IZoomSDKVideoRawDataDelegate.onVideoRawDataFrame(ZoomSDKVideoRawData)",getyBuffer(),Get YUVI420 Y buffer,java.nio.ByteBuffer
uz.zoom.sdk.ZoomSDKVideoRawData,"Zoom SDK Video raw data bean.
 
 IZoomSDKVideoRawDataDelegate.onVideoRawDataFrame(ZoomSDKVideoRawData)",isLimited(),Query video raw data is  limited.,boolean
uz.zoom.sdk.ZoomSDKVideoRawData,"Zoom SDK Video raw data bean.
 
 IZoomSDKVideoRawDataDelegate.onVideoRawDataFrame(ZoomSDKVideoRawData)",releaseRef(),N/A,void
uz.zoom.sdk.ZoomSDKVideoResolution,"Zoom SDK video resolution.
 
 ZoomSDKRenderer.setRawDataResolution(ZoomSDKVideoResolution)",fromValue(int value),N/A,static ZoomSDKVideoResolution
uz.zoom.sdk.ZoomSDKVideoResolution,"Zoom SDK video resolution.
 
 ZoomSDKRenderer.setRawDataResolution(ZoomSDKVideoResolution)",getValue(),N/A,int
uz.zoom.sdk.ZoomSDKVideoResolution,"Zoom SDK video resolution.
 
 ZoomSDKRenderer.setRawDataResolution(ZoomSDKVideoResolution)",valueOf(java.lang.String name),Returns the enum constant of this type with the specified name.,static ZoomSDKVideoResolution
uz.zoom.sdk.ZoomSDKVideoResolution,"Zoom SDK video resolution.
 
 ZoomSDKRenderer.setRawDataResolution(ZoomSDKVideoResolution)",values(),"Returns an array containing the constants of this enum type, in
the order they are declared.",static ZoomSDKVideoResolution[]
uz.zoom.sdk.ZoomUIService,Service for users' to operate with Zoom UI,"prePopulateWebinarRegistrationInfo(java.lang.String email,
                                  java.lang.String username)","Preset email and username for webinars which need registration to join, the email and username
 value will be input to the webinar registration dialog as default.",void
uz.zoom.sdk.ZoomUIService,Service for users' to operate with Zoom UI,switchToActiveSpeaker(),"switch to active scene
 The sequence of video frames is { drive scene, active scene, gallery scene(if has)}",void
uz.zoom.sdk.ZoomUIService,Service for users' to operate with Zoom UI,switchToDriveScene(),"switch to drive scene
 The sequence of video frames is { drive scene, active scene, gallery scene(if has)}",void
uz.zoom.sdk.ZoomUIService,Service for users' to operate with Zoom UI,switchToNextPage(),"switch to next scene
 The sequence of video frames is { drive scene, active scene, gallery scene(if has)}",void
uz.zoom.sdk.ZoomUIService,Service for users' to operate with Zoom UI,switchToPreviousPage(),"switch to previous scene
 The sequence of video frames is { drive scene, active scene, gallery scene(if has)}",void
uz.zoom.sdk.ZoomUIService,Service for users' to operate with Zoom UI,switchToVideoWall(),"switch to gallery scene
 The sequence of video frames is { drive scene, active scene, gallery scene(if has)}",void
uz.zoom.sdk.ZoomVerifySMSVerificationCodeHandlerImpl,N/A,cancelAndLeaveMeeting(),N/A,boolean
uz.zoom.sdk.ZoomVerifySMSVerificationCodeHandlerImpl,N/A,"verify(java.lang.String country_code,
      java.lang.String phone_number,
      java.lang.String verification_code)",N/A,boolean
